ground_truth,predict_value
0.3650793650793651,0.406361922621727
0.119047619047619,0.1495495606213808
0.3174603174603174,0.30734164267778397
0.246031746031746,0.20622068271040916
0.4047619047619047,0.4174674302339554
1.0,0.9255078732967377
0.6190476190476191,0.6499714702367783
0.3809523809523809,0.4312591254711151
0.1904761904761904,0.2109563909471035
0.0,0.00563807412981987
0.1031746031746031,0.13045434467494488
0.1904761904761904,0.1746498867869377
0.4603174603174603,0.2745260111987591
0.5952380952380952,0.6228980869054794
0.0,0.035655710846185684
0.0079365079365079,0.05371254310011864
0.0873015873015873,0.09412458166480064
0.1666666666666666,0.19834064692258835
0.246031746031746,0.2956601195037365
0.1825396825396825,0.23383231088519096
0.4444444444444444,0.43167994916439056
0.2936507936507937,0.36308135837316513
0.6666666666666666,0.7281245291233063
0.1984126984126984,0.08236150071024895
0.4444444444444444,0.35060154646635056
0.0079365079365079,0.016697708517313004
0.0476190476190476,0.042376819998025894
0.0793650793650793,0.10903062857687473
0.2222222222222222,0.25824493169784546
0.0079365079365079,0.07791357487440109
0.3095238095238095,0.38857486099004745
0.4761904761904762,0.6967484503984451
0.0,0.02570025995373726
0.2777777777777778,0.3063618242740631
0.0,0.0762422364205122
0.3888888888888889,0.29783976450562477
0.4682539682539682,0.5470562428236008
0.7460317460317459,0.46075155586004257
0.0079365079365079,0.10084065049886703
0.8809523809523809,0.9585433900356293
0.1507936507936508,0.2252458557486534
0.5793650793650794,0.48295412957668304
0.2936507936507937,0.25717461854219437
0.6825396825396824,0.7118330895900726
0.4285714285714286,0.43098993599414825
0.3015873015873016,0.23445318639278412
0.0793650793650793,0.13826563581824303
0.9206349206349206,0.9361433386802673
0.0,0.0370650514960289
0.0,0.06675280071794987
0.3730158730158729,0.3372133672237396
0.0079365079365079,-0.0024489648640155792
0.0634920634920634,0.09500093013048172
0.4920634920634921,0.4928534924983978
0.2777777777777778,0.21015668660402298
0.7619047619047619,0.7026470601558685
0.1746031746031746,0.2059379704296589
0.2777777777777778,0.25678936392068863
0.5476190476190476,0.524291142821312
0.0,0.0720874909311533
0.873015873015873,0.8512921333312988
0.0,0.08713359571993351
0.0079365079365079,0.09413015842437744
0.3492063492063492,0.2920217402279377
0.8174603174603176,0.789119079709053
0.4761904761904762,0.4530651569366455
0.1746031746031746,0.1779315248131752
0.1031746031746031,0.1352878473699093
0.873015873015873,0.9288093894720078
0.246031746031746,0.24900748580694199
0.9444444444444444,0.9363824129104614
0.0,0.03792630881071091
0.2222222222222222,0.15686024352908134
0.3809523809523809,0.21368122100830078
0.0,0.037367790937423706
0.0793650793650793,0.036064017564058304
0.8095238095238094,0.8152350187301636
0.2619047619047619,0.17164196074008942
0.0,0.01763954386115074
0.6746031746031745,0.6751245111227036
0.9841269841269842,0.9199680685997009
0.3095238095238095,0.2972886860370636
0.4920634920634921,0.5395632088184357
0.8253968253968255,0.8511380255222321
0.3809523809523809,0.44023914635181427
0.6904761904761906,0.7477335333824158
0.4682539682539682,0.5869607180356979
0.9444444444444444,0.9447897672653198
0.0,0.07477684319019318
0.5555555555555556,0.7066110968589783
0.0,0.03841114789247513
0.5476190476190476,0.3501259535551071
0.0793650793650793,0.08379369974136353
0.1349206349206349,0.11561696417629719
0.2063492063492064,0.20737026259303093
